audit_id,item_type,standard_reference,implementation_status,test_status,validation_status,implementation_target,test_file,validation_case,comments
SP16-EQ-084,equation,8.5.4,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-084,standard_core/bending_member_local_stability.py:flange_restraint_parameter_eq84,tests/test_bending_member_local_stability.py,V11-SP16-EQ-084,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-085,equation,8.5.7,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-085,standard_core/bending_member_local_stability.py:asymmetric_tension_flange_web_utilization_eq85,tests/test_bending_member_local_stability.py,V11-SP16-EQ-085,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-086,equation,8.5.8,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-086,standard_core/bending_member_local_stability.py:class_2_3_symmetric_web_utilization_eq86,tests/test_bending_member_local_stability.py,V11-SP16-EQ-086,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-087,equation,8.5.8,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-087,standard_core/bending_member_local_stability.py:class_2_3_asymmetric_web_utilization_eq87,tests/test_bending_member_local_stability.py,V11-SP16-EQ-087,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-088,equation,8.5.8,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-088,standard_core/bending_member_local_stability.py:compressed_web_zone_height_eq88,tests/test_bending_member_local_stability.py,V11-SP16-EQ-088,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-089,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-089,standard_core/bending_member_local_stability.py:upper_plate_utilization_eq89,tests/test_bending_member_local_stability.py,V11-SP16-EQ-089,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-090,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-090,standard_core/bending_member_local_stability.py:upper_plate_critical_normal_no_local_eq90,tests/test_bending_member_local_stability.py,V11-SP16-EQ-090,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-091,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-091,standard_core/bending_member_local_stability.py:upper_plate_critical_normal_with_local_eq91,tests/test_bending_member_local_stability.py,V11-SP16-EQ-091,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-092,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-092,standard_core/bending_member_local_stability.py:upper_plate_critical_local_eq92,tests/test_bending_member_local_stability.py,V11-SP16-EQ-092,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-093,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-093,standard_core/bending_member_local_stability.py:upper_plate_psi_and_slenderness_eq93,tests/test_bending_member_local_stability.py,V11-SP16-EQ-093,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-094,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-094,standard_core/bending_member_local_stability.py:lower_plate_utilization_eq94,tests/test_bending_member_local_stability.py,V11-SP16-EQ-094,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-095,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-095,standard_core/bending_member_local_stability.py:lower_plate_critical_normal_eq95,tests/test_bending_member_local_stability.py,V11-SP16-EQ-095,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-096,equation,8.5.12,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-096,standard_core/bending_member_local_stability.py:lower_plate_relative_slenderness_eq96,tests/test_bending_member_local_stability.py,V11-SP16-EQ-096,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-097,equation,8.5.18,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-097,standard_core/bending_member_local_stability.py:flange_outstand_limit_eq97,tests/test_bending_member_local_stability.py,V11-SP16-EQ-097,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-098,equation,8.5.18,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-098,standard_core/bending_member_local_stability.py:box_flange_plate_limit_eq98,tests/test_bending_member_local_stability.py,V11-SP16-EQ-098,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-099,equation,8.5.19,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-099,standard_core/bending_member_local_stability.py:class_2_3_flange_outstand_limit_eq99,tests/test_bending_member_local_stability.py,V11-SP16-EQ-099,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-100,equation,8.5.19,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-100,standard_core/bending_member_local_stability.py:class_2_3_box_flange_limit_eq100,tests/test_bending_member_local_stability.py,V11-SP16-EQ-100,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-101,equation,8.6.2,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:base_plate_required_thickness_eq101,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-101,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-102,equation,8.6.2,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:base_plate_cantilever_moment_eq102,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-102,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-103,equation,8.6.2,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:base_plate_four_side_moments_eq103,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-103,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-104,equation,8.6.2,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:base_plate_three_side_moment_eq104,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-104,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-105,equation,9.1.1,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:combined_force_strength_utilization_eq105,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-105,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-106,equation,9.1.1,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:combined_force_point_utilization_eq106,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-106,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-107,equation,9.1.3,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:high_strength_asymmetric_tension_fiber_utilization_eq107,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-107,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-108,equation,9.1.3,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,standard_core/base_plates_and_combined_force_strength.py:high_strength_asymmetric_delta_eq108,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-108,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-109,equation,9.2.2,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,standard_core/beam_column_stability.py:beam_column_in_plane_utilization_eq109,tests/test_beam_column_stability.py,V11-SP16-EQ-109,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-110,equation,9.2.2,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,standard_core/beam_column_stability.py:effective_relative_eccentricity_eq110,tests/test_beam_column_stability.py,V11-SP16-EQ-110,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-111,equation,9.2.4,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,standard_core/beam_column_stability.py:beam_column_out_of_plane_utilization_eq111,tests/test_beam_column_stability.py,V11-SP16-EQ-111,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-112,equation,9.2.5,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,standard_core/beam_column_stability.py:out_of_plane_coefficient_c_eq112,tests/test_beam_column_stability.py,V11-SP16-EQ-112,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
