audit_id,standard,clause,annex,page,equation_number,topic,normative_status,short_description,input_variables,output_variables,units,time_basis,planned_module,planned_function,implementation_status,test_status,validation_status,comments
SP16-EQ-194,СП 16.13330.2017 «Стальные конструкции»,14.4.1,,96,194,built-up beam flange connections,normative calculation expression,Stationary-load welded flange connection check along the fusion-boundary plane: |T|/(n beta_z k_f R_wz gamma_c).,shear_flow_t_n_mm; weld_line_count; weld_coefficient_beta_z; weld_leg_mm; fusion_boundary_design_resistance_n_mm2; working_condition_factor,dimensionless utilization,dimensionless,not_applicable,standard_core/built_up_beam_flange_connections.py,stationary_fusion_boundary_utilization_eq194,implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-195,СП 16.13330.2017 «Стальные конструкции»,14.4.1,,96,195,built-up beam flange connections,normative calculation expression,Stationary-load friction flange connection check: |T| s/(Q_bh k gamma_c).,shear_flow_t_n_mm; bolt_pitch_mm; friction_plane_capacity_n; friction_plane_count; working_condition_factor,dimensionless utilization,dimensionless,not_applicable,standard_core/built_up_beam_flange_connections.py,stationary_friction_utilization_eq195,implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-196,СП 16.13330.2017 «Стальные конструкции»,14.4.1,,96,196,built-up beam flange connections,normative calculation expression,Moving-load two-sided welded flange connection check along the weld-metal plane.,shear_flow_t_n_mm; local_pressure_v_n_mm; weld_coefficient_beta_f; weld_leg_mm; weld_metal_design_resistance_n_mm2; working_condition_factor,dimensionless utilization,dimensionless,not_applicable,standard_core/built_up_beam_flange_connections.py,moving_weld_metal_utilization_eq196,implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-197,СП 16.13330.2017 «Стальные конструкции»,14.4.1,,96,197,built-up beam flange connections,normative calculation expression,Moving-load two-sided welded flange connection check along the fusion-boundary plane.,shear_flow_t_n_mm; local_pressure_v_n_mm; weld_coefficient_beta_z; weld_leg_mm; fusion_boundary_design_resistance_n_mm2; working_condition_factor,dimensionless utilization,dimensionless,not_applicable,standard_core/built_up_beam_flange_connections.py,moving_fusion_boundary_utilization_eq197,implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-198,СП 16.13330.2017 «Стальные конструкции»,14.4.1,,96,198,built-up beam flange connections,normative calculation expression,Moving-load friction flange connection check with alpha-weighted local pressure.,shear_flow_t_n_mm; local_pressure_v_n_mm; alpha; bolt_pitch_mm; friction_plane_capacity_n; friction_plane_count; working_condition_factor,dimensionless utilization,dimensionless,not_applicable,standard_core/built_up_beam_flange_connections.py,moving_friction_utilization_eq198,implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
SP16-EQ-199,СП 16.13330.2017 «Стальные конструкции»,15.12.2,,108,199,building and structural detailing requirements,normative calculation expression,Cylindrical-hinge local-bearing utilization: F/(1.25 r l R_lp gamma_c) <= 1.,"support_force_n, hinge_radius_mm, hinge_length_mm, local_bearing_design_resistance_n_mm2, working_condition_factor",cylindrical_hinge_local_bearing_utilization,"N, mm, N/mm2, dimensionless",not_applicable,standard_core/structural_detailing_and_support_bearings.py,cylindrical_hinge_local_bearing_utilization_eq199,implemented,passed: tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-199: pass,Visually verified on supplied PDF page 108. Printed factor 1.25 and contact-angle applicability >=90 degrees are preserved.
SP16-EQ-200,СП 16.13330.2017 «Стальные конструкции»,15.12.3,,108,200,building and structural detailing requirements,normative calculation expression,Roller diametral-compression utilization: F/(n d l R_cd gamma_c) <= 1.,"support_force_n, roller_count, roller_diameter_mm, roller_length_mm, diametral_compression_design_resistance_n_mm2, working_condition_factor",roller_diametral_compression_utilization,"N, mm, N/mm2, dimensionless",not_applicable,standard_core/structural_detailing_and_support_bearings.py,roller_diametral_compression_utilization_eq200,implemented,passed: tests/test_structural_detailing_and_support_bearings.py,V18-SP16-EQ-200: pass,Visually verified on supplied PDF page 108. No unstated load-distribution coefficient is introduced.
SP16-EQ-201,СП 16.13330.2017 «Стальные конструкции»,16.5,,109,201,overhead-line and switchyard support structures,normative calculation expression,"Расчетное выражение (201) к п. 16.5: При определении приведенной гибкости по таблице 8 наибольшую гибкость всего стержня вычислять по формулам для четырехгранного стержня с параллельными поясами, шарнирно опертого по….…","l, b",lambda_max,consistent lengths; dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,maximum_slenderness_eq201,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-201: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-202,СП 16.13330.2017 «Стальные конструкции»,16.5,,109,202,overhead-line and switchyard support structures,normative calculation expression,"Расчетное выражение (202) к п. 16.5: При определении приведенной гибкости по таблице 8 наибольшую гибкость всего стержня вычислять по формулам для четырехгранного стержня с параллельными поясами, шарнирно опертого по….…","l, b",lambda_max,consistent lengths; dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,maximum_slenderness_eq202,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-202: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-203,СП 16.13330.2017 «Стальные конструкции»,16.5,,109,203,overhead-line and switchyard support structures,normative calculation expression,"Расчетное выражение (203) к п. 16.5: При определении приведенной гибкости по таблице 8 наибольшую гибкость всего стержня вычислять по формулам для четырехгранного стержня с параллельными поясами, шарнирно опертого по….…","h, b_v, b_n, mu",lambda_max,consistent lengths; dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,maximum_slenderness_eq203,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-203: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-204,СП 16.13330.2017 «Стальные конструкции»,16.6,,110,204,overhead-line and switchyard support structures,normative calculation expression,Расчетное выражение (204) к п. 16.6: Расчет на устойчивость при сжатии с изгибом сквозного стержня с решетками постоянного по длине сечения. Детальная расшифровка символов отложена до визуального аудита,"M, N, b, beta",m,"N, mm, Nmm; dimensionless",not_applicable,standard_core/overhead_line_and_switchyard_supports.py,relative_eccentricity_eq204,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-204: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-205,СП 16.13330.2017 «Стальные конструкции»,16.6,,110,205,overhead-line and switchyard support structures,normative calculation expression,Расчетное выражение (205) к п. 16.6: Расчет на устойчивость при сжатии с изгибом сквозного стержня с решетками постоянного по длине сечения. Детальная расшифровка символов отложена до визуального аудита,"M, N, b, beta",m,"N, mm, Nmm; dimensionless",not_applicable,standard_core/overhead_line_and_switchyard_supports.py,relative_eccentricity_eq205,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-205: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-206,СП 16.13330.2017 «Стальные конструкции»,16.8,,111,206,overhead-line and switchyard support structures,normative calculation expression,Расчетное выражение (206) к п. 16.8: При проверке устойчивости отдельных поясов стержня сквозного сечения опор с оттяжками при сжатии с. Детальная расшифровка символов отложена до визуального аудита,"M_q, beta, N, delta, f_q, f_n",M,"N, mm, Nmm",not_applicable,standard_core/overhead_line_and_switchyard_supports.py,guyed_rectangular_moment_eq206,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-206: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-207,СП 16.13330.2017 «Стальные конструкции»,16.9,,111,207,overhead-line and switchyard support structures,normative calculation expression,Расчетное выражение (207) к п. 16.9: Поперечную силу Q в шарнирно опертой по концам стойке с решетками постоянного по длине прямоугольного. Детальная расшифровка символов отложена до визуального аудита,"Q_max, beta, N, delta, l, f_q, f_n",Q,"N, mm",not_applicable,standard_core/overhead_line_and_switchyard_supports.py,guyed_rectangular_shear_eq207,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-207: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-208,СП 16.13330.2017 «Стальные конструкции»,16.10,,111,208,overhead-line and switchyard support structures,normative calculation expression,Расчетное выражение (208) к п. 16.10: Для шарнирно опертой по концам решетчатой стойки постоянного по длине треугольного сквозного сечения. Детальная расшифровка символов отложена до визуального аудита,"M_x, M_y, b",N_ad,"N, mm, Nmm",not_applicable,standard_core/overhead_line_and_switchyard_supports.py,triangular_additional_chord_force_eq208,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-208: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-209,СП 16.13330.2017 «Стальные конструкции»,16.12,,112,209,overhead-line and switchyard support structures,normative calculation expression,"Расчетное выражение (209) к п. 16.12: Расчет на устойчивость сжатых элементов конструкций из одиночных уголков (поясов, решетки) следует. Детальная расшифровка символов отложена до визуального аудита","c/b, lambda_bar, N_md/N_m",alpha_m,dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,bolted_angle_chord_factor_eq209,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-209: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-210,СП 16.13330.2017 «Стальные конструкции»,16.12,,112,210,overhead-line and switchyard support structures,normative calculation expression,"Расчетное выражение (210) к п. 16.12: Расчет на устойчивость сжатых элементов конструкций из одиночных уголков (поясов, решетки) следует. Детальная расшифровка символов отложена до визуального аудита","c/b, lambda_bar, N_md/N_m",alpha_m,dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,bolted_angle_chord_factor_eq210,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-210: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-211,СП 16.13330.2017 «Стальные конструкции»,16.12,,112,211,overhead-line and switchyard support structures,normative calculation expression,"Расчетное выражение (211) к п. 16.12: Расчет на устойчивость сжатых элементов конструкций из одиночных уголков (поясов, решетки) следует. Детальная расшифровка символов отложена до визуального аудита","c/b, N_md/N_m",alpha_d,dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,bolted_angle_brace_factor_eq211,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-211: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-212,СП 16.13330.2017 «Стальные конструкции»,16.12,,112,212,overhead-line and switchyard support structures,normative calculation expression,"Расчетное выражение (212) к п. 16.12: Расчет на устойчивость сжатых элементов конструкций из одиночных уголков (поясов, решетки) следует. Детальная расшифровка символов отложена до визуального аудита","c/b, N_md/N_m",alpha_d,dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,bolted_angle_brace_factor_eq212,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-212: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-213,СП 16.13330.2017 «Стальные конструкции»,16.20,,114,213,overhead-line and switchyard support structures,normative calculation expression,Расчетное выражение (213) к п. 16.20: Расчет на устойчивость стенок опор из многогранных труб при числе граней от 8 до 12 следует выполнять по. Детальная расшифровка символов отложена до визуального аудита,"sigma_1, sigma_cr, gamma_c",utilization,N/mm2; dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,polygonal_tube_wall_stability_utilization_eq213,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-213: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-214,СП 16.13330.2017 «Стальные конструкции»,16.20,,114,214,overhead-line and switchyard support structures,normative calculation expression,Расчетное выражение (214) к п. 16.20: Расчет на устойчивость стенок опор из многогранных труб при числе граней от 8 до 12 следует выполнять по. Детальная расшифровка символов отложена до визуального аудита,"lambda_w_bar, sigma_1, sigma_2, R_y",sigma_cr,N/mm2; dimensionless,not_applicable,standard_core/overhead_line_and_switchyard_supports.py,polygonal_tube_critical_stress_eq214,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-EQ-214: pass,Formula visually transcribed from Section 16 and implemented with explicit domain checks; no complete normative worked example was identified.
SP16-EQ-215,СП 16.13330.2017 «Стальные конструкции»,17.16,,117,215,antenna structures,normative calculation expression,Minimum distance from rope termination to low-frequency vibration damper: s >= 0.41e-3 d sqrt(P/m).,rope_or_wire_diameter_mm (d); pretension_n (P); mass_per_length_kg_m (m),minimum_damper_distance_m (s),d mm; P N; m kg/m; s m,not_applicable,standard_core/antenna_structures.py,vibration_damper_distance_eq215,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Formula visually verified on supplied PDF page 117; printed coefficient 0.41e-3 and square-root structure retained exactly.
SP16-EQ-216,СП 16.13330.2017 «Стальные конструкции»,18.3.13,,122,216,reconstruction and strengthening,normative calculation expression,Strength utilization for symmetrically strengthened centrally compressed members: N/(A Ry gamma_N gamma_c).,"N,A,Ry,gamma_N,gamma_c",utilization,dimensionless,not_applicable,standard_core/reconstruction_assessment.py,symmetric_compression_strength_utilization_eq216,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-216: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-217,СП 16.13330.2017 «Стальные конструкции»,18.3.13,,122,217,reconstruction and strengthening,normative calculation expression,Point stress utilization for asymmetrically strengthened tension/compression and eccentric-compression members.,"N,A,Mx,Ix,y,My,Iy,x,Ry,gamma_M,gamma_c",signed_stress_and_utilization,N/mm2 and dimensionless,not_applicable,standard_core/reconstruction_assessment.py,asymmetric_strength_utilization_eq217,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-217: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-218,СП 16.13330.2017 «Стальные конструкции»,18.3.14,,122,218,reconstruction and strengthening,normative calculation expression,In-plane stability utilization of a strengthened solid-section member.,"N,phi_e,A,Ry_eff,gamma_c",utilization,dimensionless,not_applicable,standard_core/reconstruction_assessment.py,strengthened_member_stability_utilization_eq218,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-218: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-219,СП 16.13330.2017 «Стальные конструкции»,18.3.14,,123,219,reconstruction and strengthening,normative calculation expression,Relative eccentricity of strengthened section m_f=e_f A/W_c.,"e_f,A,W_c",m_f,dimensionless,not_applicable,standard_core/reconstruction_assessment.py,reduced_relative_eccentricity_eq219,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-219: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-220,СП 16.13330.2017 «Стальные конструкции»,18.3.14,,123,220,reconstruction and strengthening,normative calculation expression,Equivalent eccentricity e_f=e+f_j+k_fw f_w.,"e,f_j,k_fw,f_w",e_f,mm,not_applicable,standard_core/reconstruction_assessment.py,equivalent_eccentricity_eq220,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-220: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-221,СП 16.13330.2017 «Стальные конструкции»,18.3.14,,123,221,reconstruction and strengthening,normative calculation expression,Retained initial deflection after simultaneous attachment of strengthening elements.,"f0,alpha_N,sum(Ir),I0",f_j,mm,not_applicable,standard_core/reconstruction_assessment.py,post_strengthening_initial_deflection_eq221,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-221: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-222,СП 16.13330.2017 «Стальные конструкции»,18.3.14,,124,222,reconstruction and strengthening,normative calculation expression,Residual deflection caused by welding strengthening elements.,"alpha_w,alpha_N,l0,n_i,V_i,y_i",f_w,consistent equation-222 length unit,not_applicable,standard_core/reconstruction_assessment.py,welding_residual_deflection_eq222,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-222: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-223,СП 16.13330.2017 «Стальные конструкции»,18.3.15,,125,223,reconstruction and strengthening,normative calculation expression,"Effective strengthened-section design resistance Ry,ef=Ry sqrt(k).","Ry,k",Ry_eff,N/mm2,not_applicable,standard_core/reconstruction_assessment.py,effective_design_resistance_eq223,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-223: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-224,СП 16.13330.2017 «Стальные конструкции»,18.3.15,,125,224,reconstruction and strengthening,normative calculation expression,Composite material/property factor k for the effective stability resistance.,"Rya,Ry,A,Aa,I,Ia",k,dimensionless,not_applicable,standard_core/reconstruction_assessment.py,composite_resistance_factor_eq224,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-EQ-224: pass,"Formula visually verified against supplied PDF pages 122-125; symbol mapping, sign convention, applicability and external inputs are documented."
SP16-EQ-Ж-001,СП 16.13330.2017 «Стальные конструкции»,Ж.2,Ж,164,Ж.1,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.1) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_phi_b_eq_zh1,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_phi_b_eq_zh1,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-002,СП 16.13330.2017 «Стальные конструкции»,Ж.2,Ж,164,Ж.2,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.2) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_phi_b_eq_zh2,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_phi_b_eq_zh2,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-003,СП 16.13330.2017 «Стальные конструкции»,Ж.2,Ж,164,Ж.3,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.3) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_phi1_eq_zh3,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_phi1_eq_zh3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-004,СП 16.13330.2017 «Стальные конструкции»,Ж.3,Ж,164,Ж.4,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.4) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_alpha_rolled_eq_zh4,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_alpha_rolled_eq_zh4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-005,СП 16.13330.2017 «Стальные конструкции»,Ж.3,Ж,164,Ж.5,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.5) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_alpha_built_up_eq_zh5,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_alpha_built_up_eq_zh5,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 164; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-006,СП 16.13330.2017 «Стальные конструкции»,Ж.4,Ж,165,Ж.6,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.6) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_monosymmetric_phi1_eq_zh6,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_monosymmetric_phi1_eq_zh6,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-007,СП 16.13330.2017 «Стальные конструкции»,Ж.4,Ж,165,Ж.7,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.7) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_monosymmetric_phi2_eq_zh7,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_monosymmetric_phi2_eq_zh7,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-008,СП 16.13330.2017 «Стальные конструкции»,Ж.4,Ж,165,Ж.8,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.8) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_flange_inertia_ratio_n_eq_zh8,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_flange_inertia_ratio_n_eq_zh8,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-009,СП 16.13330.2017 «Стальные конструкции»,Ж.4,Ж,165,Ж.9,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.9) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_psi_a_eq_zh9,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_psi_a_eq_zh9,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 165; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-010,СП 16.13330.2017 «Стальные конструкции»,Ж.5,Ж,168,Ж.10,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.10) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_delta_eq_zh10,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_delta_eq_zh10,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-011,СП 16.13330.2017 «Стальные конструкции»,Ж.5,Ж,168,Ж.11,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.11) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_mu_eq_zh11,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_mu_eq_zh11,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-012,СП 16.13330.2017 «Стальные конструкции»,Ж.5,Ж,168,Ж.12,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.12) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_beta_eq_zh12,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_beta_eq_zh12,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Ж-013,СП 16.13330.2017 «Стальные конструкции»,Ж.5,Ж,168,Ж.13,lateral-torsional stability coefficient,annex calculation expression,Annex Ж equation (Ж.13) for bending stability coefficient calculation.,see structured public API docstring,annex_zh_eta_eq_zh13,explicit per function docstring,not_applicable,standard_core/crane_runway_and_bending_stability.py,annex_zh_eta_eq_zh13,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Visually verified against supplied PDF page 168; added to the equation inventory in v0.7 because the initial inventory counted only main-text equations.
SP16-EQ-Д-001,СП 16.13330.2017 «Стальные конструкции»,Приложение Д,Д,159,Д.1,beam-column out-of-plane stability,annex calculation expression,Open-section maximum out-of-plane coefficient c_max.,explicit unit-labelled section and force parameters,dimensionless c_max or parameter bundle,mm-based section properties and dimensionless outputs,not_applicable,standard_core/beam_column_stability.py,annex_d_open_section_cmax_eq_d1,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Annex D formula visually transcribed; no unstated default or interpolation is applied.
SP16-EQ-Д-002,СП 16.13330.2017 «Стальные конструкции»,Приложение Д,Д,159,Д.2,beam-column out-of-plane stability,annex calculation expression,"Open-section rho, omega, mu, delta and B parameter bundle.",explicit unit-labelled section and force parameters,dimensionless c_max or parameter bundle,mm-based section properties and dimensionless outputs,not_applicable,standard_core/beam_column_stability.py,annex_d_open_section_parameters_eq_d2,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Annex D formula visually transcribed; no unstated default or interpolation is applied.
SP16-EQ-Д-004,СП 16.13330.2017 «Стальные конструкции»,Приложение Д,Д,160,Д.4,beam-column out-of-plane stability,annex calculation expression,Maximum c for a doubly symmetric I-section continuously braced along one flange.,explicit unit-labelled section and force parameters,dimensionless c_max or parameter bundle,mm-based section properties and dimensionless outputs,not_applicable,standard_core/beam_column_stability.py,annex_d_continuous_bracing_cmax_eq_d4,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Annex D formula visually transcribed; no unstated default or interpolation is applied.
