audit_id,standard,clause,page,short_description,planned_module,planned_function,implementation_status,test_status,validation_status,comments
SP16-PROC-17.14-FLEXIBLE-INSERT,СП 16.13330.2017 «Стальные конструкции»,17.14,117,Check flexible cable insert clear length of at least 20 diameters.,standard_core/antenna_structures.py,flexible_cable_insert_check_clause_17_14,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.15-MECHANICAL-EVIDENCE,СП 16.13330.2017 «Стальные конструкции»,17.15,117,Check strength/fatigue-tested standard details and rounded thread roots.,standard_core/antenna_structures.py,mechanical_detail_evidence_clause_17_15,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.16-DAMPER-ROUTE,СП 16.13330.2017 «Стальные конструкции»,17.16,117,"Check paired low/high-frequency dampers, span trigger, and galloping route.",standard_core/antenna_structures.py,vibration_damper_design_clause_17_16,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.17-MARKING,СП 16.13330.2017 «Стальные конструкции»,17.17,117,Record external obstacle marking and lighting compliance.,standard_core/antenna_structures.py,obstruction_marking_and_lighting_check_clause_17_17,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.18-GALVANIZING,СП 16.13330.2017 «Стальные конструкции»,17.18,117-118,"Check galvanizing of guy details, insulator fittings, and fasteners.",standard_core/antenna_structures.py,galvanizing_check_clause_17_18,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17-EXTERNAL-LOADS,СП 16.13330.2017 «Стальные конструкции»,17.1-17.18,115-118,"Expose external load, product, testing, fabrication, and regulatory boundaries.",standard_core/antenna_structures.py,antenna_structure_material_group_route_clause_17_1,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-18.1.1-CONDITION-CATEGORY,СП 16.13330.2017 «Стальные конструкции»,18.1.1,118,Classify surveyed technical condition,standard_core/reconstruction_assessment.py,technical_condition_category_clause_18_1_1,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.1.1-CONDITION-CATEGORY: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.1.2-MONITORING-AND-STRENGTHENING,СП 16.13330.2017 «Стальные конструкции»,18.1.2,118,Check monitoring and smooth strengthening engagement,standard_core/reconstruction_assessment.py,strengthening_and_monitoring_route_clause_18_1_2,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.1.2-MONITORING-AND-STRENGTHENING: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.1.3-CALCULATION-EXEMPTION,СП 16.13330.2017 «Стальные конструкции»,18.1.3,118,Determine verification-calculation exemption,standard_core/reconstruction_assessment.py,verification_calculation_exemption_clause_18_1_3,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.1.3-CALCULATION-EXEMPTION: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.2.1-MATERIAL-EVIDENCE,СП 16.13330.2017 «Стальные конструкции»,18.2.1,118,Check certificate or sample-test route,standard_core/reconstruction_assessment.py,material_evidence_route_clause_18_2_1,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.1-MATERIAL-EVIDENCE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.2.2-TEST-PROGRAM,СП 16.13330.2017 «Стальные конструкции»,18.2.2,118-119,Check required metal test program,standard_core/reconstruction_assessment.py,metal_test_program_clause_18_2_2,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.2-TEST-PROGRAM: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.2.3-PRE1950-INSTITUTE,СП 16.13330.2017 «Стальные конструкции»,18.2.3,119,Enforce specialized-institute route for pre-1950 steel,standard_core/reconstruction_assessment.py,pre_1950_specialized_institute_route_clause_18_2_3,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.3-PRE1950-INSTITUTE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.2.4-EXISTING-STEEL-RESISTANCE,СП 16.13330.2017 «Стальные конструкции»,18.2.4,119,Determine existing-steel design resistances,standard_core/reconstruction_assessment.py,existing_steel_design_resistances_clause_18_2_4,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.4-EXISTING-STEEL-RESISTANCE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.2.5-EXISTING-WELD-RESISTANCE,СП 16.13330.2017 «Стальные конструкции»,18.2.5,119,Determine conservative existing-weld defaults,standard_core/reconstruction_assessment.py,existing_weld_resistance_defaults_clause_18_2_5,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.5-EXISTING-WELD-RESISTANCE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.2.6-UNKNOWN-BOLT-RESISTANCE,СП 16.13330.2017 «Стальные конструкции»,18.2.6,119,Return unknown bolt-class resistance defaults,standard_core/reconstruction_assessment.py,unknown_bolt_resistance_defaults_clause_18_2_6,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.6-UNKNOWN-BOLT-RESISTANCE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.2.7-RIVETED-CONNECTION,СП 16.13330.2017 «Стальные конструкции»,18.2.7,119-120,Look up Table 48 and calculate rivet capacity,standard_core/reconstruction_assessment.py,rivet_connection_capacity_clause_18_2_7,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.7-RIVETED-CONNECTION: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.1-BRITTLE-STEEL-ROUTE,СП 16.13330.2017 «Стальные конструкции»,18.3.1,120,Route brittle historical steel retain/replace decision,standard_core/reconstruction_assessment.py,existing_structure_strengthening_route_clauses_18_3_1_to_18_3_4,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.1-BRITTLE-STEEL-ROUTE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.2-ACTUAL-SCHEME-AND-DEFECTS,СП 16.13330.2017 «Стальные конструкции»,18.3.2,120-121,"Require actual geometry, supports, defects and deformed scheme",standard_core/reconstruction_assessment.py,existing_structure_strengthening_route_clauses_18_3_1_to_18_3_4,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.2-ACTUAL-SCHEME-AND-DEFECTS: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.3-STRENGTHEN-OR-REPLACE,СП 16.13330.2017 «Стальные конструкции»,18.3.3,121,Route failed checks to strengthening or replacement,standard_core/reconstruction_assessment.py,existing_structure_strengthening_route_clauses_18_3_1_to_18_3_4,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.3-STRENGTHEN-OR-REPLACE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.4-NO-STRENGTHENING-EXCEPTIONS,СП 16.13330.2017 «Стальные конструкции»,18.3.4,121,Route serviceability/slenderness exceptions,standard_core/reconstruction_assessment.py,existing_structure_strengthening_route_clauses_18_3_1_to_18_3_4,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.4-NO-STRENGTHENING-EXCEPTIONS: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.5-18.3.10-STRENGTHENING-EXECUTION,СП 16.13330.2017 «Стальные конструкции»,18.3.5-18.3.10,121-122,Check strengthening execution and combined-connection routes,standard_core/reconstruction_assessment.py,strengthening_execution_checks_clauses_18_3_5_to_18_3_10,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.5-18.3.10-STRENGTHENING-EXECUTION: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.9-WELD-HEATING-STRESS-LIMIT,СП 16.13330.2017 «Стальные конструкции»,18.3.9,121,Calculate stress limit during weld heating,standard_core/reconstruction_assessment.py,weld_heating_stress_limit_clause_18_3_9,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.9-WELD-HEATING-STRESS-LIMIT: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.11-COMMON-RESISTANCE,СП 16.13330.2017 «Стальные конструкции»,18.3.11,122,Select common or separate material resistance,standard_core/reconstruction_assessment.py,common_or_separate_design_resistance_clause_18_3_11,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.11-COMMON-RESISTANCE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.12-INITIAL-STRESS-AND-WELD-CURVATURE,СП 16.13330.2017 «Стальные конструкции»,18.3.12,122,Expose initial-stress and welding-curvature factors,standard_core/reconstruction_assessment.py,gamma_n_clause_18_3_13,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.12-INITIAL-STRESS-AND-WELD-CURVATURE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.13-GAMMA-N-GAMMA-M,СП 16.13330.2017 «Стальные конструкции»,18.3.13,122,Select gamma_N and gamma_M,standard_core/reconstruction_assessment.py,gamma_m_clause_18_3_13,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.13-GAMMA-N-GAMMA-M: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.14-ALPHA-N-AND-WELD-DEFLECTION,СП 16.13330.2017 «Стальные конструкции»,18.3.14,123-125,Calculate alpha_N and weld-deflection route,standard_core/reconstruction_assessment.py,longitudinal_force_influence_alpha_n_clause_18_3_14,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.14-ALPHA-N-AND-WELD-DEFLECTION: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18.3.16-DEVIATION-ACCEPTANCE,СП 16.13330.2017 «Стальные конструкции»,18.3.16,125,Check acceptance of listed historical deviations,standard_core/reconstruction_assessment.py,existing_deviation_acceptance_clause_18_3_16,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.16-DEVIATION-ACCEPTANCE: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
SP16-PROC-18-EXTERNAL-SURVEY-BOUNDARIES,СП 16.13330.2017 «Стальные конструкции»,18.1-18.3,118-125,"Expose survey, testing, global-analysis and construction-stage boundaries",standard_core/reconstruction_assessment.py,material_evidence_route_clause_18_2_1,implemented,passed: tests/test_reconstruction_assessment.py,V21-SP16-PROC-18-EXTERNAL-SURVEY-BOUNDARIES: pass,Section 18 procedure visually verified on supplied PDF pages 118-125; evidence and external calculation boundaries remain explicit.
