audit_id,standard_reference,item_type,implemented_function_or_data_file,test_file,validation_case,status,comments
SP16-EQ-103,8.6.2,equation,standard_core/base_plates_and_combined_force_strength.py:base_plate_four_side_moments_eq103,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-103,implemented,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-104,8.6.2,equation,standard_core/base_plates_and_combined_force_strength.py:base_plate_three_side_moment_eq104,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-104,implemented,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-105,9.1.1,equation,standard_core/base_plates_and_combined_force_strength.py:combined_force_strength_utilization_eq105,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-105,implemented,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-106,9.1.1,equation,standard_core/base_plates_and_combined_force_strength.py:combined_force_point_utilization_eq106,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-106,implemented,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-107,9.1.3,equation,standard_core/base_plates_and_combined_force_strength.py:high_strength_asymmetric_tension_fiber_utilization_eq107,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-107,implemented,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-108,9.1.3,equation,standard_core/base_plates_and_combined_force_strength.py:high_strength_asymmetric_delta_eq108,tests/test_base_plates_and_combined_force_strength.py,V11-SP16-EQ-108,implemented,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-109,9.2.2,equation,standard_core/beam_column_stability.py:beam_column_in_plane_utilization_eq109,tests/test_beam_column_stability.py,V11-SP16-EQ-109,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-110,9.2.2,equation,standard_core/beam_column_stability.py:effective_relative_eccentricity_eq110,tests/test_beam_column_stability.py,V11-SP16-EQ-110,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-111,9.2.4,equation,standard_core/beam_column_stability.py:beam_column_out_of_plane_utilization_eq111,tests/test_beam_column_stability.py,V11-SP16-EQ-111,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-112,9.2.5,equation,standard_core/beam_column_stability.py:out_of_plane_coefficient_c_eq112,tests/test_beam_column_stability.py,V11-SP16-EQ-112,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-113,9.2.5,equation,standard_core/beam_column_stability.py:out_of_plane_coefficient_c_eq113,tests/test_beam_column_stability.py,V11-SP16-EQ-113,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-114,9.2.5,equation,standard_core/beam_column_stability.py:out_of_plane_coefficient_c_eq114,tests/test_beam_column_stability.py,V11-SP16-EQ-114,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-115,9.2.8,equation,standard_core/beam_column_stability.py:central_compression_out_of_plane_utilization_eq115,tests/test_beam_column_stability.py,V11-SP16-EQ-115,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-116,9.2.9,equation,standard_core/beam_column_stability.py:biaxial_beam_column_utilization_eq116,tests/test_beam_column_stability.py,V11-SP16-EQ-116,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-117,9.2.9,equation,standard_core/beam_column_stability.py:biaxial_stability_coefficient_eq117,tests/test_beam_column_stability.py,V11-SP16-EQ-117,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-118,9.2.9,equation,standard_core/beam_column_stability.py:relative_eccentricity_x_eq118,tests/test_beam_column_stability.py,V11-SP16-EQ-118,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-119,9.2.9,equation,standard_core/beam_column_stability.py:relative_eccentricity_y_eq119,tests/test_beam_column_stability.py,V11-SP16-EQ-119,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-120,9.2.10,equation,standard_core/beam_column_stability.py:box_major_axis_utilization_eq120,tests/test_beam_column_stability.py,V11-SP16-EQ-120,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-121,9.2.10,equation,standard_core/beam_column_stability.py:box_minor_axis_utilization_eq121,tests/test_beam_column_stability.py,V11-SP16-EQ-121,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-122,9.2.10,equation,standard_core/beam_column_stability.py:box_delta_eq122,tests/test_beam_column_stability.py,V11-SP16-EQ-122,implemented,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-123,9.3.2,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:built_up_relative_eccentricity_eq123,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-123,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-124,9.3.3,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:biaxial_branch_additional_force_eq124,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-124,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-125,9.4.2,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:web_limit_eq125,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-125,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-126,9.4.2,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:web_limit_eq126,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-126,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-127,9.4.2,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:web_limit_eq127,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-127,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-128,9.4.2,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:web_limit_eq128,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-128,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-129,9.4.2,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:web_limit_eq129,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-129,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-130,9.4.2,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:web_limit_eq130,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-130,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-131,9.4.3,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:web_limit_adjustment_eq131,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-131,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-132,9.4.7,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:flange_limit_eq132,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-132,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-133,9.4.7,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:flange_limit_eq133,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-133,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-134,9.4.7,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:flange_limit_eq134,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-134,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-135,9.4.7,equation,standard_core/built_up_beam_columns_and_combined_local_stability.py:flange_limit_eq135,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-EQ-135,implemented,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-136,Section 10 equation (136),equation,standard_core.effective_lengths_and_limiting_slenderness.truss_chord_effective_length_in_plane_eq136,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-136,implemented,Scalar formula with explicit domain checks.
SP16-EQ-137,Section 10 equation (137),equation,standard_core.effective_lengths_and_limiting_slenderness.truss_chord_effective_length_out_of_plane_eq137,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-137,implemented,Scalar formula with explicit domain checks.
SP16-EQ-138,Section 10 equation (138),equation,standard_core.effective_lengths_and_limiting_slenderness.built_up_column_branch_effective_length_in_plane_eq138,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-138,implemented,Current Change-6 text verified; equation (138) enforces printed lower bound lef >= 0.6*l. Legacy 0.61*l transcription remediated in Stage N7.
SP16-EQ-139,Section 10 equation (139),equation,standard_core.effective_lengths_and_limiting_slenderness.built_up_column_branch_effective_length_out_of_plane_eq139,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-139,implemented,"Current Change-6 text verified; equation (139) enforces printed lower bound lef,1 >= 0.5*l1. Legacy 0.51*l1 transcription remediated in Stage N7."
SP16-EQ-140,Section 10 equation (140),equation,standard_core.effective_lengths_and_limiting_slenderness.column_effective_length_eq140,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-140,implemented,Scalar formula with explicit domain checks.
SP16-EQ-141,Section 10 equation (141),equation,standard_core.effective_lengths_and_limiting_slenderness.sway_frame_mu_eq141,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-141,implemented,Current execution follows official FAU FCS clarification letter No. Исх-8076 dated 10.11.2023: mu = 2*sqrt(1+0.38/n); printed typo is not executed.
SP16-EQ-142,Section 10 equation (142),equation,standard_core.effective_lengths_and_limiting_slenderness.sway_frame_mu_eq142,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-142,implemented,Scalar formula with explicit domain checks.
SP16-EQ-143,Section 10 equation (143),equation,standard_core.effective_lengths_and_limiting_slenderness.sway_frame_mu_eq143,tests/test_effective_lengths_and_limiting_slenderness.py,V12-EQ-143,implemented,Scalar formula with explicit domain checks.
